comparison,left,right,scale,paired_training_seeds,makespan_delta,makespan_delta_ci95_lower,makespan_delta_ci95_upper,makespan_effect,makespan_p_raw,completion_rate_delta,completion_rate_delta_ci95_lower,completion_rate_delta_ci95_upper,completion_rate_effect,completion_rate_p_raw,deadline_completion_rate_delta,deadline_completion_rate_delta_ci95_lower,deadline_completion_rate_delta_ci95_upper,deadline_completion_rate_effect,deadline_completion_rate_p_raw,mission_success_delta,mission_success_delta_ci95_lower,mission_success_delta_ci95_upper,mission_success_effect,mission_success_p_raw,deadline_remaining_tasks_delta,deadline_remaining_tasks_delta_ci95_lower,deadline_remaining_tasks_delta_ci95_upper,deadline_remaining_tasks_effect,deadline_remaining_tasks_p_raw,throughput_delta,throughput_delta_ci95_lower,throughput_delta_ci95_upper,throughput_effect,throughput_p_raw,invalid_actions_delta,invalid_actions_delta_ci95_lower,invalid_actions_delta_ci95_upper,invalid_actions_effect,invalid_actions_p_raw,communication_events_delta,communication_events_delta_ci95_lower,communication_events_delta_ci95_upper,communication_events_effect,communication_events_p_raw,heartbeat_messages_delta,heartbeat_messages_delta_ci95_lower,heartbeat_messages_delta_ci95_upper,heartbeat_messages_effect,heartbeat_messages_p_raw,reallocated_tasks_delta,reallocated_tasks_delta_ci95_lower,reallocated_tasks_delta_ci95_upper,reallocated_tasks_effect,reallocated_tasks_p_raw,reallocation_successes_delta,reallocation_successes_delta_ci95_lower,reallocation_successes_delta_ci95_upper,reallocation_successes_effect,reallocation_successes_p_raw,reallocation_success_rate_delta,reallocation_success_rate_delta_ci95_lower,reallocation_success_rate_delta_ci95_upper,reallocation_success_rate_effect,reallocation_success_rate_p_raw,return_delta,return_delta_ci95_lower,return_delta_ci95_upper,return_effect,return_p_raw,makespan_p_holm,completion_rate_p_holm,deadline_completion_rate_p_holm,mission_success_p_holm,deadline_remaining_tasks_p_holm,throughput_p_holm,invalid_actions_p_holm,communication_events_p_holm,heartbeat_messages_p_holm,reallocated_tasks_p_holm,reallocation_successes_p_holm,reallocation_success_rate_p_holm,return_p_holm
gppo_none-minus-ppo_none,gppo_none,ppo_none,3x20,"[1, 2, 3, 4, 5]",-2.5858026851634066,-8.220822830949553,3.04921746062274,inconclusive,0.3125,0.0026240071522680487,-0.006499245139563056,0.011747259444099153,inconclusive,0.5,0.005685695463956341,-0.02025420792931635,0.03162559885722903,inconclusive,0.75,0.008000000000000002,-0.018914318568375457,0.03491431856837546,inconclusive,0.625,-0.12399999999999985,-0.6640443841907808,0.4160443841907811,inconclusive,0.75,0.006666666666666643,-0.02294640962417833,0.036279742957511615,inconclusive,0.75,-2.846000000000001,-8.631084095106662,2.939084095106659,inconclusive,0.375,0.0,0.0,0.0,inconclusive,1.0,-0.7419999999999988,-2.7062902245197846,1.2222902245197869,inconclusive,0.375,0.017999999999999995,0.004400432948067801,0.03159956705193219,positive,0.125,0.0,0.0,0.0,inconclusive,1.0,0.0,0.0,0.0,inconclusive,1.0,2.5858026851634093,-3.0492174606227223,8.22082283094954,inconclusive,0.3125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_none-minus-ppo_none,gppo_none,ppo_none,4x24,"[1, 2, 3, 4, 5]",-2.1644085622292195,-6.497188871991454,2.1683717475330146,inconclusive,0.3125,0.005916666666666681,-0.004103031354952763,0.015936364688286124,inconclusive,0.1875,0.024,-0.0015531725666740222,0.04955317256667402,inconclusive,0.0625,0.007999999999999998,-0.025311999999999994,0.041311999999999995,inconclusive,0.75,-0.576,-1.189276141600177,0.037276141600177115,inconclusive,0.0625,0.03599999999999999,-0.0023297588500109795,0.07432975885001096,inconclusive,0.0625,-1.8639999999999994,-5.420570638794624,1.6925706387946255,inconclusive,0.1875,0.0,0.0,0.0,inconclusive,1.0,-0.7700000000000002,-3.6396375509112646,2.0996375509112646,inconclusive,0.4375,0.011999999999999993,-0.017639569227638915,0.0416395692276389,inconclusive,0.5,0.0,0.0,0.0,inconclusive,1.0,0.0,0.0,0.0,inconclusive,1.0,2.1644085622292137,-2.168371747533017,6.497188871991444,inconclusive,0.3125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_none,gppo_event,gppo_none,2x12,"[1, 2, 3, 4, 5]",-68.44403435783462,-70.62550933495578,-66.26255938071347,positive,0.0625,0.16996602144359568,0.15710839836297885,0.18282364452421251,positive,0.0625,0.02565201465201463,-0.00300129152520005,0.054305320829229314,inconclusive,0.0625,0.013999999999999999,-0.03534725540493615,0.06334725540493615,inconclusive,0.625,-0.32999999999999996,-0.6956530508555888,0.0356530508555889,inconclusive,0.0625,0.02371428571428571,-0.002646530389026583,0.050075101817598,inconclusive,0.0625,-83.568,-86.04542097752964,-81.09057902247035,positive,0.0625,14.95,14.827101241015216,15.072898758984783,negative,0.0625,-1.8260000000000005,-2.077775701321633,-1.5742242986783679,positive,0.0625,0.024000000000000004,0.0014476693887305742,0.046552330611269434,positive,0.125,0.082,0.07161315909431555,0.09238684090568446,positive,0.0625,0.3262820512820513,0.2765518312971149,0.37601227126698766,positive,0.0625,68.44403435783462,66.26255938071345,70.6255093349558,positive,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_none,gppo_event,gppo_none,3x16,"[1, 2, 3, 4, 5]",-71.27200995735426,-75.27326999577294,-67.27074991893558,positive,0.0625,0.17171839904049824,0.15566098815756763,0.18777580992342885,positive,0.0625,0.02628267973856211,-0.0008563819564012462,0.05342174143352547,inconclusive,0.0625,0.006,-0.00815487816973357,0.02015487816973357,inconclusive,0.5,-0.43999999999999984,-0.8890775277388079,0.009077527738808211,inconclusive,0.0625,0.03369230769230773,-0.0009338608624294559,0.06831847624704492,inconclusive,0.0625,-90.138,-94.22993511382379,-86.04606488617623,positive,0.0625,19.85,19.765343377813664,19.93465662218634,negative,0.0625,-8.541999999999998,-9.47637867256482,-7.607621327435177,positive,0.0625,0.04400000000000001,0.023226318188631107,0.06477368181136892,positive,0.0625,0.122,0.10358609916394682,0.14041390083605318,positive,0.0625,0.4409351185213254,0.3943531094505669,0.4875171275920839,positive,0.0625,71.27200995735426,67.27074991893558,75.27326999577294,positive,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_none,gppo_event,gppo_none,3x20,"[1, 2, 3, 4, 5]",-79.76521749566643,-83.18844144144482,-76.34199354988804,positive,0.0625,0.12556190476190485,0.11297253050612001,0.1381512790176897,positive,0.0625,0.044842028985507154,0.03763639212947878,0.05204766584153553,positive,0.0625,0.038,0.008360430772361083,0.06763956922763892,positive,0.0625,-0.93,-1.0761030715625104,-0.7838969284374897,positive,0.0625,0.05155555555555562,0.04327337708624405,0.05983773402486719,positive,0.0625,-100.79999999999998,-104.4755225424856,-97.12447745751436,positive,0.0625,24.022,23.854885722261677,24.18911427773832,negative,0.0625,-11.812,-12.46180936261645,-11.16219063738355,positive,0.0625,-0.0019999999999999905,-0.025880054941310286,0.021880054941310303,inconclusive,1.0,0.098,0.08181327753990945,0.11418672246009055,positive,0.0625,0.3528461959496442,0.29241434589835485,0.4132780460009336,positive,0.0625,79.76521749566643,76.34199354988807,83.1884414414448,positive,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_none,gppo_event,gppo_none,4x24,"[1, 2, 3, 4, 5]",-17.88974908106168,-23.287219885271437,-12.492278276851923,positive,0.0625,0.027999999999999935,0.017264787297040743,0.038735212702959126,positive,0.0625,0.023833333333333283,0.007380181976965196,0.04028648468970137,positive,0.0625,0.006000000000000001,-0.016552330611269418,0.02855233061126942,inconclusive,0.625,-0.5720000000000001,-0.9668756325528332,-0.17712436744716703,positive,0.0625,0.03574999999999999,0.011070272965447846,0.060429727034552135,positive,0.0625,-27.696000000000005,-33.003531963473804,-22.38846803652621,positive,0.0625,27.776,27.694781241969604,27.857218758030395,negative,0.0625,-3.065999999999998,-4.988118918011057,-1.1438810819889398,positive,0.0625,0.009999999999999998,-0.04339742615519965,0.06339742615519965,inconclusive,0.75,0.132,0.1116006494221017,0.1523993505778983,positive,0.0625,0.5991952707856598,0.5758177286223395,0.6225728129489801,positive,0.0625,17.889749081061684,12.49227827685193,23.287219885271437,positive,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_periodic-minus-gppo_event,gppo_periodic,gppo_event,2x12,"[1, 2, 3, 4, 5]",1.4425853259598518,0.6864028189493095,2.198767832970394,negative,0.0625,0.0016464662788192586,0.0010521053172201228,0.0022408272404183943,positive,0.0625,-0.006517948717948729,-0.013034579423409826,-1.3180124876334756e-06,negative,0.125,-0.013999999999999999,-0.032827748033155746,0.004827748033155745,inconclusive,0.25,0.08599999999999985,-0.00116816813493352,0.17316816813493324,inconclusive,0.125,-0.00585714285714285,-0.011785852556046817,7.156684176111774e-05,inconclusive,0.125,3.4160000000000004,2.5290864634159655,4.302913536584035,negative,0.0625,-6.672,-7.054584770925347,-6.289415229074653,positive,0.0625,-0.027999999999999758,-0.09734445777421499,0.04134445777421547,inconclusive,0.375,0.0040000000000000036,-0.010154878169733577,0.018154878169733584,inconclusive,0.75,0.001999999999999999,-0.014186722460090548,0.018186722460090544,inconclusive,1.0,0.0017179487179487252,-0.05563827711617993,0.05907417455207738,inconclusive,1.0,-1.4425853259598522,-2.1987678329703937,-0.6864028189493107,negative,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_periodic-minus-gppo_event,gppo_periodic,gppo_event,3x16,"[1, 2, 3, 4, 5]",2.286686072153441,-0.07711064559682823,4.650482789903711,inconclusive,0.0625,-0.00034483758415642106,-0.0036716092527554023,0.0029819340844425605,inconclusive,0.875,0.00116339869281048,-0.016435897737811404,0.01876269512343236,inconclusive,1.0,-0.0019999999999999996,-0.02744246025839482,0.023442460258394825,inconclusive,1.0,-0.01799999999999997,-0.30986310062082206,0.27386310062082214,inconclusive,1.0,0.0015384615384615996,-0.02070441639886734,0.02378133947579054,inconclusive,1.0,5.412000000000001,2.8589793409562874,7.965020659043715,negative,0.0625,-10.123999999999999,-11.333953921344115,-8.914046078655883,positive,0.0625,0.27800000000000014,0.0124019294045985,0.5435980705954018,negative,0.0625,0.01399999999999999,-0.0048277480331557435,0.032827748033155725,inconclusive,0.1875,0.018,-0.004208,0.040207999999999994,inconclusive,0.1875,0.04220252412688452,-0.03453871962859183,0.11894376788236087,inconclusive,0.25,-2.286686072153439,-4.650482789903707,0.07711064559682868,inconclusive,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_periodic-minus-gppo_event,gppo_periodic,gppo_event,3x20,"[1, 2, 3, 4, 5]",1.5263025566513868,-0.5648012307676635,3.617406344070437,inconclusive,0.25,-0.0011270092226614015,-0.008464629820057093,0.006210611374734289,inconclusive,0.6875,0.0007432712215322157,-0.01987064238177491,0.021357184824839344,inconclusive,0.875,-0.006000000000000003,-0.031743564943496075,0.01974356494349607,inconclusive,0.6875,-0.014000000000000058,-0.4469670164989482,0.4189670164989481,inconclusive,0.9375,0.0006666666666666598,-0.02276496271556318,0.0240982960488965,inconclusive,0.9375,5.369999999999999,3.3028956319334037,7.437104368066595,negative,0.0625,-12.792,-13.786156877310617,-11.797843122689383,positive,0.0625,0.18799999999999956,-0.4824715286900712,0.8584715286900704,inconclusive,0.625,0.015999999999999993,-0.012580669271379886,0.04458066927137987,inconclusive,0.25,0.014000000000000002,-0.02176625806538896,0.049766258065388966,inconclusive,0.4375,0.025633066723166842,-0.07225371621112012,0.1235198496574538,inconclusive,0.5625,-1.5263025566513868,-3.6174063440704396,0.5648012307676662,inconclusive,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_periodic-minus-gppo_event,gppo_periodic,gppo_event,4x24,"[1, 2, 3, 4, 5]",0.14528608255363834,-0.10879042178926052,0.3993625868965372,inconclusive,0.1875,0.0002500000000001057,-0.0036313018148267187,0.00413130181482693,inconclusive,0.875,0.006000000000000161,-0.0071402627827602755,0.019140262782760598,inconclusive,0.3125,-0.004000000000000001,-0.020655999999999997,0.012655999999999997,inconclusive,0.75,-0.14399999999999977,-0.4593663067862509,0.1713663067862514,inconclusive,0.3125,0.00900000000000003,-0.010710394174140601,0.02871039417414066,inconclusive,0.3125,2.326,1.6434426205394892,3.0085573794605107,negative,0.0625,-17.672000000000004,-17.815817163036964,-17.528182836963044,positive,0.0625,-0.2700000000000031,-1.156930913927348,0.6169309139273418,inconclusive,0.625,-0.018,-0.0566652058574631,0.020665205857463103,inconclusive,0.3125,-0.01,-0.04399891762983052,0.023998917629830516,inconclusive,0.5,0.003992243454486011,-0.0499553970331028,0.05793988394207482,inconclusive,0.875,-0.1452860825536355,-0.3993625868965367,0.10879042178926568,inconclusive,0.1875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_always-minus-gppo_event,gppo_always,gppo_event,2x12,"[1, 2, 3, 4, 5]",0.034898342370888,-0.18087766127881288,0.25067434602058886,inconclusive,0.75,0.001771999569058469,-0.0014794561945572328,0.005023455332674171,inconclusive,0.25,0.004235897435897385,0.0023140489954854926,0.006157745876309277,positive,0.0625,0.004000000000000001,-0.007103999999999993,0.015103999999999996,inconclusive,0.625,-0.050000000000000086,-0.07322568233658597,-0.026774317663414208,positive,0.0625,0.004142857142857092,0.0029866626814219702,0.005299051604292214,positive,0.0625,-0.1,-0.11962928424573856,-0.08037071575426145,positive,0.0625,16.686,16.56934192348577,16.80265807651423,negative,0.0625,-0.04599999999999973,-0.10193485010259737,0.009934850102597918,inconclusive,0.1875,0.0,-0.015204778196343423,0.015204778196343423,inconclusive,1.0,0.003999999999999998,-0.0027997835259661007,0.010799783525966097,inconclusive,0.5,0.015153846153846151,-0.024548805907870425,0.054856498215562724,inconclusive,0.375,-0.034898342370888,-0.25067434602058747,0.18087766127881144,inconclusive,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_always-minus-gppo_event,gppo_always,gppo_event,3x16,"[1, 2, 3, 4, 5]",0.020910545972527218,-0.3634177183633241,0.40523881030837855,inconclusive,0.8125,0.0003897058823529864,-0.0011289757121379568,0.0019083874768439297,inconclusive,0.625,-0.0035032679738562058,-0.016343669205562877,0.009337133257850464,inconclusive,0.5,-0.002,-0.020413900836053177,0.01641390083605318,inconclusive,1.0,0.05400000000000009,-0.15770526591466755,0.2657052659146677,inconclusive,0.5,-0.00415384615384613,-0.02043886660882047,0.01213117430112821,inconclusive,0.5,-0.22200000000000003,-0.24891431856837548,-0.19508568143162458,positive,0.0625,20.215999999999998,19.72971642353869,20.702283576461305,negative,0.0625,0.04200000000000017,-0.2235980705954029,0.30759807059540323,inconclusive,0.6875,-0.006000000000000005,-0.0302006069345378,0.01820060693453779,inconclusive,0.75,-0.0020000000000000018,-0.01818672246009056,0.014186722460090555,inconclusive,1.0,0.0039114142562418405,-0.04259482466149114,0.05041765317397483,inconclusive,0.8125,-0.020910545972527218,-0.4052388103083812,0.36341771836332676,inconclusive,0.8125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_always-minus-gppo_event,gppo_always,gppo_event,3x20,"[1, 2, 3, 4, 5]",-0.12613267259093064,-0.4263730338494722,0.17410768866761095,inconclusive,0.25,0.0005270468661772165,-0.0026676721862008055,0.0037217659185552385,inconclusive,0.6875,-8.125352907950578e-05,-0.010406955072959297,0.010244448014800286,inconclusive,1.0,-0.008000000000000002,-0.02839935057789831,0.012399350577898304,inconclusive,0.5,-0.0019999999999999575,-0.2208291060713816,0.2168291060713817,inconclusive,1.0,-0.00044444444444453614,-0.012463887672238964,0.011574998783349893,inconclusive,1.0,-0.562,-0.6053625062006338,-0.5186374937993663,positive,0.0625,22.676,22.443643659316123,22.908356340683873,negative,0.0625,0.1019999999999996,-0.3926735415443202,0.5966735415443194,inconclusive,0.875,0.003999999999999992,-0.012655999999999973,0.02065599999999996,inconclusive,0.75,0.007999999999999998,-0.028617954940165627,0.04461795494016563,inconclusive,0.625,0.021754031409203844,-0.0947974253511005,0.1383054881695082,inconclusive,0.625,0.12613267259092886,-0.17410768866761017,0.4263730338494679,inconclusive,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_always-minus-gppo_event,gppo_always,gppo_event,4x24,"[1, 2, 3, 4, 5]",-0.25474657902328135,-0.47361961440699935,-0.035873543639563354,positive,0.0625,-0.0004999999999999005,-0.0027665945086552653,0.0017665945086554641,inconclusive,0.625,0.005416666666666736,-0.00023800210249103754,0.01107133543582451,inconclusive,0.125,-1.3877787807814458e-18,-0.015204778196343409,0.015204778196343405,inconclusive,1.0,-0.1299999999999999,-0.2657120504597883,0.005712050459788509,inconclusive,0.125,0.008125000000000026,-0.00035700315373663957,0.016607003153736692,inconclusive,0.125,-0.374,-0.4097662580653889,-0.3382337419346111,positive,0.0625,25.148000000000003,24.69589535257421,25.600104647425795,negative,0.0625,-0.2220000000000013,-0.5516784892952546,0.10767848929525209,inconclusive,0.25,-0.008000000000000002,-0.030207999999999992,0.014207999999999986,inconclusive,0.5,-0.012,-0.034208,0.010207999999999998,inconclusive,0.3125,-0.03426020585059486,-0.10036153006758029,0.03184111836639057,inconclusive,0.375,0.25474657902328274,0.035873543639560385,0.47361961440700506,positive,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_event_no_gate,gppo_event,gppo_event_no_gate,2x12,"[1, 2, 3, 4, 5]",-0.00542839947246776,-0.26086890190754153,0.250012102962606,inconclusive,0.9375,-0.0002958090928679713,-0.003534599800431,0.0029429816146950573,inconclusive,0.875,-0.002572893772893714,-0.014661566078404308,0.00951577853261688,inconclusive,0.5625,-0.010000000000000004,-0.0619342045284223,0.041934204528422295,inconclusive,0.6875,0.03600000000000003,-0.11771120849176847,0.18971120849176853,inconclusive,0.5625,-0.0025714285714285357,-0.012847909728886726,0.007705052586029656,inconclusive,0.5625,0.0020000000000000018,-0.011599567051932201,0.015599567051932205,inconclusive,1.0,0.002000000000000668,-0.08146486149272587,0.08546486149272721,inconclusive,1.0,0.01599999999999966,-0.0707250124012685,0.1027250124012678,inconclusive,0.5625,0.001999999999999996,-0.027639569227638938,0.03163956922763893,inconclusive,1.0,0.0,-0.008778482784627416,0.008778482784627416,inconclusive,1.0,-0.001459308807134896,-0.04875950645875833,0.045840888844488545,inconclusive,1.0,0.005428399472467049,-0.25001210296260507,0.26086890190753914,inconclusive,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_event_no_gate,gppo_event,gppo_event_no_gate,3x16,"[1, 2, 3, 4, 5]",-0.035867663691692545,-0.24606740654564907,0.17433207916226395,inconclusive,0.6875,-0.0011552287581700015,-0.0025968798579149516,0.0002864223415749484,inconclusive,0.125,0.0014387254901960579,-0.013200599704124549,0.016078050684516666,inconclusive,0.8125,3.4694469519536144e-19,-0.008778482784627421,0.008778482784627421,inconclusive,1.0,-0.022000000000000065,-0.2613485165694582,0.21734851656945806,inconclusive,0.875,0.0016923076923077486,-0.016719116659189067,0.020103732043804567,inconclusive,0.875,0.019999999999999997,-0.0015028035381435823,0.041502803538143576,inconclusive,0.125,-0.014000000000000767,-0.09616209695474132,0.06816209695473979,inconclusive,0.625,-0.07999999999999971,-0.49732430746363243,0.33732430746363307,inconclusive,0.6875,0.008000000000000007,-0.008186722460090532,0.024186722460090546,inconclusive,0.375,0.004000000000000001,-0.01015487816973358,0.01815487816973358,inconclusive,0.75,-0.0003391015115153051,-0.06604130703357938,0.06536310401054876,inconclusive,1.0,0.03586766369169343,-0.174332079162261,0.2460674065456479,inconclusive,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_event_no_gate,gppo_event,gppo_event_no_gate,3x20,"[1, 2, 3, 4, 5]",-0.1998838814903145,-0.46066433790478417,0.06089657492415518,inconclusive,0.125,0.0022859966120836626,-0.00572881101693535,0.010300804241102676,inconclusive,0.5,0.0039680782985129556,-0.010435373610552868,0.018371530207578778,inconclusive,0.5625,-0.003999999999999997,-0.0363734449201811,0.02837344492018111,inconclusive,1.0,-0.07999999999999971,-0.3779515858658917,0.21795158586589233,inconclusive,0.5625,0.0047777777777778365,-0.011074886407707863,0.020630441963263534,inconclusive,0.5625,0.006000000000000028,-0.08116816813493322,0.09316816813493328,inconclusive,0.75,0.06799999999999998,-0.05281182617608361,0.18881182617608355,inconclusive,0.1875,-0.21999999999999958,-0.4820344026268303,0.04203440262683111,inconclusive,0.125,-0.005999999999999983,-0.030200606934537785,0.018200606934537823,inconclusive,0.75,-0.006,-0.028552330611269425,0.016552330611269428,inconclusive,0.625,-0.014372447475895755,-0.11456951944392163,0.08582462449213013,inconclusive,0.75,0.19988388149031416,-0.060896574924158786,0.4606643379047871,inconclusive,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_event_no_gate,gppo_event,gppo_event_no_gate,4x24,"[1, 2, 3, 4, 5]",-0.09911926846589765,-0.7704542521981548,0.5722157152663594,inconclusive,0.625,0.000833333333333286,-0.0006747754897368668,0.002341442156403439,inconclusive,0.25,0.001166666666666627,-0.014366294366067615,0.01669962769940087,inconclusive,1.0,0.01,-0.002414649411078832,0.022414649411078832,inconclusive,0.25,-0.027999999999999935,-0.4007910647856243,0.3447910647856245,inconclusive,1.0,0.0017499999999999183,-0.02154944154910159,0.025049441549101426,inconclusive,1.0,-0.006000000000000005,-0.07086580066568206,0.05886580066568205,inconclusive,1.0,-0.03200000000000003,-0.19749244545900016,0.1334924454590001,inconclusive,0.75,-0.2279999999999987,-1.474124106461309,1.0181241064613118,inconclusive,0.625,0.014000000000000002,-0.046565169660457456,0.07456516966045747,inconclusive,0.625,0.012,-0.028609379015197955,0.05260937901519795,inconclusive,0.5,0.018936065654331903,-0.020300696168713453,0.05817282747737726,inconclusive,0.25,0.09911926846589765,-0.5722157152663597,0.7704542521981551,inconclusive,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_event_single_head,gppo_event,gppo_event_single_head,2x12,"[1, 2, 3, 4, 5]",-0.09403864208453214,-0.4741553180031036,0.2860780338340394,inconclusive,0.5,-0.0019111506140918166,-0.005273867840436438,0.0014515666122528051,inconclusive,0.1875,-0.006182783882783838,-0.02021243066673096,0.00784686290116328,inconclusive,0.375,-0.008000000000000002,-0.05719084532715411,0.04119084532715411,inconclusive,0.8125,0.07800000000000011,-0.10005394706099592,0.25605394706099616,inconclusive,0.375,-0.006142857142857072,-0.01818126606884841,0.005895551783134267,inconclusive,0.3125,-0.014000000000000002,-0.04637344492018111,0.018373444920181104,inconclusive,0.375,-0.10599999999999951,-0.255646742216461,0.043646742216461976,inconclusive,0.1875,0.05799999999999983,-0.08174065258184582,0.19774065258184548,inconclusive,0.375,0.006,-0.014773681811368929,0.02677368181136893,inconclusive,0.6875,0.009999999999999998,0.009999999999999992,0.010000000000000005,positive,0.0625,0.034108138238573005,0.00948597060608615,0.05873030587105986,positive,0.0625,0.09403864208453268,-0.2860780338340406,0.47415531800310595,inconclusive,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_event_single_head,gppo_event,gppo_event_single_head,3x16,"[1, 2, 3, 4, 5]",0.29045652906889,0.11104677235427615,0.46986628578350387,negative,0.0625,-0.0018382352941176626,-0.004078733481319156,0.00040226289308383,inconclusive,0.125,-0.010678921568627464,-0.023651473506268336,0.002293630369013408,inconclusive,0.0625,-0.006,-0.022655999999999996,0.010655999999999997,inconclusive,0.5,0.17799999999999994,-0.029625500707403246,0.3856255007074031,inconclusive,0.0625,-0.013692307692307648,-0.029663500054415655,0.0022788846698003577,inconclusive,0.0625,0.022,-0.02136250620063375,0.06536250620063375,inconclusive,0.25,0.07999999999999971,-0.029994074022197156,0.1899940740221966,inconclusive,0.25,0.2699999999999996,-0.007183287230669744,0.5471832872306689,inconclusive,0.0625,-0.005999999999999983,-0.04486399999999998,0.03286400000000001,inconclusive,1.0,-0.001999999999999999,-0.028914318568375463,0.024914318568375466,inconclusive,1.0,0.0008177923917634833,-0.06433908206212383,0.06597466684565079,inconclusive,1.0,-0.29045652906888897,-0.46986628578350215,-0.11104677235427579,negative,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_event_single_head,gppo_event,gppo_event_single_head,3x20,"[1, 2, 3, 4, 5]",0.09122125245955814,-0.2844089782428124,0.4668514831619287,inconclusive,0.6875,-0.002819141727837371,-0.008512350886422635,0.002874067430747893,inconclusive,0.375,-0.008006474684735565,-0.01843797419257783,0.0024250248231067004,inconclusive,0.25,-0.005999999999999997,-0.053760109882620664,0.04176010988262067,inconclusive,0.875,0.16800000000000007,-0.04763642081986058,0.3836364208198607,inconclusive,0.25,-0.008888888888888924,-0.020613835554907797,0.0028360577771299484,inconclusive,0.25,0.029999999999999992,-0.06165005095470485,0.12165005095470482,inconclusive,0.4375,0.002000000000001023,-0.29780799999999996,0.30180800000000196,inconclusive,1.0,-0.060000000000000143,-0.5522999443428782,0.43229994434287794,inconclusive,0.875,-0.007999999999999985,-0.02159956705193218,0.00559956705193221,inconclusive,0.3125,-0.016,-0.03482774803315575,0.002827748033155747,inconclusive,0.125,-0.04510490786352857,-0.1157821418324573,0.025572326105400167,inconclusive,0.1875,-0.0912212524595624,-0.46685148316193525,0.2844089782428104,inconclusive,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gppo_event-minus-gppo_event_single_head,gppo_event,gppo_event_single_head,4x24,"[1, 2, 3, 4, 5]",0.3138212619944298,-0.12833102281994702,0.7559735468088066,inconclusive,0.1875,-0.0012500000000001065,-0.003862121104900712,0.0013621211049004989,inconclusive,0.3125,-0.011750000000000038,-0.02052390946689875,-0.0029760905331013277,negative,0.0625,-0.0019999999999999996,-0.015599567051932203,0.011599567051932203,inconclusive,1.0,0.28199999999999986,0.07142617279443289,0.49257382720556686,negative,0.0625,-0.017625000000000047,-0.030785864200347964,-0.00446413579965213,negative,0.0625,0.042,-0.020936273038685706,0.10493627303868572,inconclusive,0.25,0.038000000000000256,-0.11888698526009175,0.19488698526009227,inconclusive,0.5,0.5460000000000008,-0.24428775777940503,1.3362877577794068,inconclusive,0.125,0.008000000000000007,-0.025311999999999987,0.041312,inconclusive,0.625,0.008000000000000004,-0.014207999999999995,0.030208000000000002,inconclusive,0.5,0.013913885504274548,-0.023512650884782056,0.05134042189333115,inconclusive,0.375,-0.31382126199442906,-0.7559735468088056,0.12833102281994746,inconclusive,0.1875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
