method_id,scale,training_seed,evaluation_episodes,makespan,completion_rate,deadline_completion_rate,mission_success,deadline_remaining_tasks,throughput,invalid_actions,communication_events,heartbeat_messages,reallocated_tasks,reallocation_successes,reallocation_success_rate,return
ppo_none,2x12,1,100,88.42996129329451,0.7208241142205337,0.7202802197802198,0.08,3.54,0.6442857142857144,86.44,0.0,11.73,0.25,0.0,0.0,-77.36931251184552
ppo_none,2x12,2,100,89.83377341295454,0.7220417726651237,0.697562271062271,0.07,3.83,0.6235714285714286,88.22,0.0,12.04,0.21,0.0,0.0,-78.77312463150554
ppo_none,2x12,3,100,87.06085093268783,0.7280107865541975,0.7045109890109891,0.07,3.75,0.63,84.64,0.0,11.6,0.21,0.0,0.0,-76.00020215123882
ppo_none,2x12,4,100,85.62936269569167,0.7350395757175775,0.7182014652014651,0.1,3.56,0.6421428571428571,83.24,0.0,11.57,0.21,0.0,0.0,-74.56871391424266
ppo_none,2x12,5,100,85.799295772385,0.7341237629012228,0.7106556776556776,0.06,3.66,0.6357142857142857,83.46,0.0,11.85,0.22,0.0,0.0,-74.738646990936
ppo_none,3x16,1,100,92.48555311287232,0.7688174612158157,0.7158088235294118,0.02,4.7,0.9107692307692306,92.6,0.0,35.21,0.26,0.0,0.0,-80.0845205078559
ppo_none,3x16,2,100,87.40217052582999,0.7752796078246845,0.700767973856209,0.01,4.95,0.8915384615384615,86.83,0.0,33.51,0.21,0.0,0.0,-75.00113792081355
ppo_none,3x16,3,100,87.99841826966474,0.7580225872021369,0.6863194444444445,0.01,5.19,0.8730769230769231,87.45,0.0,33.81,0.26,0.0,0.0,-75.59738566464833
ppo_none,3x16,4,100,90.83722498333253,0.7616177631894587,0.6712132352941176,0.0,5.44,0.8538461538461539,90.29,0.0,34.64,0.24,0.0,0.0,-78.4361923783161
ppo_none,3x16,5,100,87.73457944599423,0.7832745092212047,0.7012254901960785,0.0,4.95,0.8923076923076924,87.41,0.0,33.57,0.21,0.0,0.0,-75.33354684097777
ppo_none,3x20,1,100,102.32271539875931,0.8110886975343496,0.7690978731413513,0.04,4.79,0.8844444444444445,100.82,0.0,39.44,0.26,0.0,0.0,-89.63627172192615
ppo_none,3x20,2,100,107.748494537859,0.8054407114624504,0.7448009599096557,0.04,5.31,0.8566666666666667,106.99,0.0,41.93,0.26,0.0,0.0,-95.06205086102582
ppo_none,3x20,3,100,104.06414289230233,0.8099761434217955,0.7538166760775457,0.04,5.13,0.8666666666666667,102.68,0.0,41.05,0.26,0.0,0.0,-91.37769921546916
ppo_none,3x20,4,100,108.71680568373006,0.7991904291360812,0.7212915490306794,0.01,5.8,0.8294444444444444,106.84,0.0,41.97,0.26,0.0,0.0,-96.03036200689688
ppo_none,3x20,5,100,104.87988529648158,0.8040705815923207,0.7528642951251647,0.03,5.15,0.865,103.71,0.0,40.5,0.27,0.0,0.0,-92.19344161964838
ppo_none,4x24,1,100,45.82919576994569,0.9254166666666667,0.7641666666666667,0.02,5.66,1.14625,34.03,0.0,52.04,0.23,0.0,0.0,-33.014833121262036
ppo_none,4x24,2,100,43.19282424648502,0.9395833333333333,0.77375,0.04,5.43,1.160625,32.01,0.0,50.29,0.2,0.0,0.0,-30.378461597801365
ppo_none,4x24,3,100,35.560681394706805,0.94875,0.7962499999999999,0.03,4.89,1.194375,23.9,0.0,48.57,0.16,0.0,0.0,-22.746318746023164
ppo_none,4x24,4,100,39.983109268000355,0.9383333333333332,0.7520833333333333,0.01,5.95,1.128125,26.9,0.0,51.49,0.2,0.0,0.0,-27.168746619316707
ppo_none,4x24,5,100,43.49331623746765,0.9287499999999999,0.7520833333333333,0.01,5.95,1.128125,32.83,0.0,50.6,0.2,0.0,0.0,-30.67895358878401
random_event,2x12,-1,100,19.076514915644523,0.8904386446886445,0.7074615384615386,0.08,3.69,0.6328571428571429,0.18,15.23,10.28,0.23,0.06,0.2608695652173913,-8.015866134195523
random_event,3x16,-1,100,20.268226353659426,0.9315931372549019,0.6848202614379083,0.0,5.21,0.8715384615384615,0.35,20.03,26.53,0.24,0.1,0.4166666666666667,-7.867193748642998
random_event,3x20,-1,100,24.40292932595426,0.9278038772821381,0.7611449275362319,0.04,4.96,0.8744444444444445,0.48,24.07,29.84,0.33,0.19,0.5757575757575758,-11.716485649121086
random_event,4x24,-1,100,24.100547026582632,0.965,0.7449999999999999,0.0,6.12,1.1175,0.39,28.1,50.85,0.22,0.14,0.6363636363636364,-11.286184377898984
